,token,lemma,basic_pos_tag,advanced_pos_tag,gender,singularity,person,derivation
13832,भाईयों,भाई,n,NN,m,pl,3,0_के_खिलाफ
13833,के,के,psp,PSP,-,-,-,-
13834,खिलाफ,खिलाफ,adj,PSP,-,-,-,-
13835,कानूनी,कानूनी,adj,JJ,any,any,-,-
13836,कार्रवाई,कार्रवाई,n,NN,f,sg,3,0
13837,करने,कर,v,VM,any,any,any,ना_से
13838,से,से,psp,PSP,-,-,-,-
13839,पूरे,पूरा,adj,JJ,m,sg,-,-
13840,परिवार,परिवार,n,NN,m,sg,3,0_को
13841,को,को,psp,PSP,-,-,-,-
13842,जेल,जेल,n,NN,f,sg,3,0
13843,हो,हो,v,VM,f,sg,3,0_सक+ता_है
13844,सकती,सक,v,VAUX,f,sg,any,ता
13845,है,है,v,VAUX,any,sg,3,है
13846,।,।,punc,SYM,-,-,-,-
13847,।,।,punc,SYM,-,-,-,-
13848,क्या,क्या,pn,WQ,-,-,-,-
13849,तुम,तुम,pn,PRP,any,sg,2,0
13850,ऐसा,ऐसा,pn,PRP,m,sg,any,0
13851,चाहोगी,चाह,v,VM,f,sg,2,गा
13852,?,?,punc,SYM,-,-,-,-
13853,?,?,punc,SYM,-,-,-,-
13854,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13855,-,-,punc,SYM,-,-,-,-
13856,क्या,क्या,pn,WQ,-,-,-,-
13857,तुम,तुम,pn,PRP,any,sg,2,0
13858,चाहोगे,चाह,v,VM,m,sg,2,गा
13859,कि,कि,avy,CC,-,-,-,-
13860,लड़कियों,लडकी,n,NN,f,pl,3,0_का
13861,का,का,psp,PSP,m,sg,-,-
13862,कोख,कोख,n,NN,f,sg,3,0_में
13863,में,में,psp,PSP,-,-,-,-
13864,कत्ल,कत्ल,n,NN,m,sg,3,0
13865,होता,हो,v,VM,m,sg,3,ता_रह+एं
13866,रहे,रह,v,VAUX,any,sg,3,एं
13867,।,।,punc,SYM,-,-,-,-
13868,।,।,punc,SYM,-,-,-,-
13869,लड़कियां,लड़की,n,NN,f,pl,3,0
13870,जुल्म,जुल्म,n,NN,m,sg,3,0_का
13871,की,का,psp,PSP,f,sg,-,-
13872,शिकार,शिकार,n,NN,m,sg,3,0
13873,होती,हो,v,VM,f,pl,3,ता_रह+एं
13874,रहें,रह,v,VAUX,any,pl,3,एं
13875,।,।,punc,SYM,-,-,-,-
13876,।,।,punc,SYM,-,-,-,-
13877,हक,हक,n,NN,m,sg,3,0_से
13878,से,से,psp,PSP,-,-,-,-
13879,वंचित,वंचित,adj,JJ,any,any,-,-
13880,होती,हो,v,VM,f,pl,3,ता_रह+एं
13881,रहें,रह,v,VAUX,any,pl,3,एं
13882,।,।,punc,SYM,-,-,-,-
13883,।,।,punc,SYM,-,-,-,-
13884,दोयम,दोयम,num,QO,any,any,-,-
13885,दर्जे,दर्जा,n,NN,m,sg,3,0_का
13886,की,का,psp,PSP,f,sg,-,-
13887,इंसान,इंसान,n,NN,m,sg,3,0
13888,बनी,बन,v,VM,f,pl,3,या_रह+एं
13889,रहें,रह,v,VAUX,any,pl,3,एं
13890,।,।,punc,SYM,-,-,-,-
13891,।,।,punc,SYM,-,-,-,-
13892,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
13893,-,-,punc,SYM,-,-,-,-
13894,कभी,कभी,pn,PRP,-,-,-,-
13895,नहीं,नहीं,avy,NEG,-,-,-,-
13896,चाहूंगा,चाह,v,VM,m,sg,1,गा
13897,।,।,punc,SYM,-,-,-,-
13898,।,।,punc,SYM,-,-,-,-
13899,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13900,-,-,punc,SYM,-,-,-,-
13901,फिर,फिर,adv,RB,-,-,-,-
13902,क्यों,क्यों,pn,WQ,-,-,-,-
13903,नहीं,नहीं,avy,NEG,-,-,-,-
13904,कानूनी,कानूनी,adj,JJ,any,any,-,-
13905,जंग,जंग,n,NN,f,sg,3,0
13906,लड़ने,लड,v,VM,any,sg,2,ना_दे+ता
13907,देते,दे,v,VAUX,m,sg,2,ता
13908,?,?,punc,SYM,-,-,-,-
13909,?,?,punc,SYM,-,-,-,-
13910,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
13911,-,-,punc,SYM,-,-,-,-
13912,काफी,काफी,avy,QF,-,-,-,-
13913,विलम्ब,विलंब,n,NN,m,sg,3,0
13914,हो,हो,v,VM,any,sg,3,0_चुक_है
13915,चुका,चुक,v,VAUX,any,sg,3,0
13916,है,है,v,VAUX,any,sg,3,है
13917,।,।,punc,SYM,-,-,-,-
13918,।,।,punc,SYM,-,-,-,-
13919,वैसे,वैसे,adv,RB,-,-,-,-
13920,भी,भी,avy,RP,-,-,-,-
13921,सम्पति,सम्पति,n,NN,f,sg,3,0_में
13922,में,में,psp,PSP,-,-,-,-
13923,हिस्सा,हिस्सा,n,NN,m,sg,3,0_का
13924,की,का,psp,PSP,f,sg,-,-
13925,दरकार,दरकार,n,NN,f,sg,3,0
13926,नहीं,नहीं,avy,NEG,-,-,-,-
13927,है,है,v,VM,any,sg,3,है
13928,।,।,punc,SYM,-,-,-,-
13929,।,।,punc,SYM,-,-,-,-
13930,सबक,सबक,n,NN,m,sg,3,0
13931,सिखाने,सिखा,v,VM,any,sg,any,ना_का
13932,के,का,psp,PSP,m,sg,-,-
13933,और,और,avy,QF,-,-,-,-
13934,भी,भी,avy,RP,-,-,-,-
13935,तरीके,तरीका,n,NN,m,pl,3,0
13936,तो,तो,avy,RP,-,-,-,-
13937,हैं,है,v,VM,any,pl,3,है
13938,",",COMMA,punc,SYM,-,-,-,-
13939,जिससे,जो,pn,PRP,any,sg,3,से
13940,जीवन,जीवन,n,NN,m,sg,3,0_में
13941,में,में,psp,PSP,-,-,-,-
13942,कभी,कभी,pn,PRP,-,-,-,-
13943,भी,भी,avy,RP,-,-,-,-
13944,सिर,सिर,n,NN,m,sg,3,0
13945,ना,ना,avy,NEG,-,-,-,-
13946,उठा,उठ,v,VM,any,pl,3,या_सक+एं
13947,सकें,सक,v,VAUX,any,pl,3,एं
13948,।,।,punc,SYM,-,-,-,-
13949,।,।,punc,SYM,-,-,-,-
13950,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13951,-,-,punc,SYM,-,-,-,-
13952,तुम्हारी,तुम,pn,PRP,f,sg,2,का
13953,बात,बात,n,NN,f,sg,3,0
13954,समझ,समझ,v,VM,any,sg,any,0_जा+या1
13955,गयी,जा,v,VAUX,f,sg,any,या1
13956,।,।,punc,SYM,-,-,-,-
13957,।,।,punc,SYM,-,-,-,-
13958,भतीजे,भतीजा,n,NN,m,sg,3,0_का
13959,के,का,psp,PSP,m,sg,-,-
13960,ब्याह,ब्याह,n,NN,m,sg,3,0_में
13961,में,में,psp,PSP,-,-,-,-
13962,नहीं,नहीं,avy,NEG,-,-,-,-
13963,जाने,जा,v,VM,any,sg,any,ना_का
13964,की,का,psp,PSP,f,sg,-,-
13965,सोच,सोच,v,VM,f,sg,any,0_रह+या_था
13966,रही,रह,v,VAUX,f,sg,any,या
13967,थी,था,v,VAUX,f,sg,any,था
13968,।,।,punc,SYM,-,-,-,-
13969,।,।,punc,SYM,-,-,-,-
13970,अब,अब,pn,PRP,-,-,-,-
13971,जाऊंगी,जा,v,VM,f,sg,1,गा
13972,।,।,punc,SYM,-,-,-,-
13973,।,।,punc,SYM,-,-,-,-
13974,ब्याह,ब्याह,n,NN,m,sg,3,0
13975,बीत,बीत,v,VM,any,any,any,0_जा+ना_पर
13976,जाने,जा,v,VAUX,any,any,any,ना
13977,पर,पर,psp,PSP,-,-,-,-
13978,सब,सब,avy,QF,-,-,-,-
13979,पर्दाफाश,पर्दाफाश,n,NN,m,sg,3,0
13980,कर,कर,v,VM,any,sg,1,0_दे+गा
13981,दूंगी,दे,v,VAUX,f,sg,1,गा
13982,दूंगी,दे,v,VAUX,f,sg,1,गा
13983,फिर,फिर,adv,RB,-,-,-,-
13984,ना,ना,avy,NEG,-,-,-,-
13985,मुंह,मुँह,n,NN,m,sg,3,0
13986,देखूंगी,देख,v,VM,f,sg,1,गा
13987,।,।,punc,SYM,-,-,-,-
13988,।,।,punc,SYM,-,-,-,-
13989,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
13990,-,-,punc,SYM,-,-,-,-
13991,मायके,मायका,n,NN,m,sg,3,0_का
13992,का,का,psp,PSP,m,sg,-,-
13993,परित्याग,परित्याग,n,NN,m,sg,3,0
13994,कर,कर,v,VM,any,sg,2,0_पा+गा
13995,पाओगी,पा,v,VAUX,f,sg,2,गा
13996,।,।,punc,SYM,-,-,-,-
13997,।,।,punc,SYM,-,-,-,-
13998,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
13999,-,-,punc,SYM,-,-,-,-
14000,औरत,औरत,n,NN,f,sg,3,0
14001,क्या,क्या,pn,WQ,-,-,-,-
14002,नहीं,नहीं,avy,NEG,-,-,-,-
14003,कर,कर,v,VM,f,sg,3,0_सक+ता_है
14004,सकती,सक,v,VAUX,f,sg,any,ता
14005,है,है,v,VAUX,any,sg,3,है
14006,जब,जब,pn,PRP,-,-,-,-
14007,तनकर,तन,v,VM,any,any,any,कर
14008,खड़ी,खड़ा,adj,JJ,f,sg,-,-
14009,हो,हो,v,VM,any,sg,any,0_जा+एं
14010,जाये,जा,v,VAUX,m,sg,any,एं
14011,तो,तो,pn,PRP,-,-,-,-
14012,।,।,punc,SYM,-,-,-,-
14013,।,।,punc,SYM,-,-,-,-
14014,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
14015,-,-,punc,SYM,-,-,-,-
14016,कानूनी,कानूनी,adj,JJ,any,any,-,-
14017,तौर,तौर,n,NN,m,sg,3,0_पर
14018,पर,पर,psp,PSP,-,-,-,-
14019,तुम्हारा,तुम,pn,PRP,m,sg,2,का
14020,ही,ही,avy,RP,-,-,-,-
14021,ही,ही,avy,RP,-,-,-,-
14022,नहीं,नहीं,avy,NEG,-,-,-,-
14023,नहीं,नहीं,avy,NEG,-,-,-,-
14024,नहीं,नहीं,avy,NEG,-,-,-,-
14025,हम,हम,pn,PRP,any,pl,1,0
14026,और,और,avy,CC,-,-,-,-
14027,हमारे,हम,pn,PRP,any,pl,1,का
14028,बच्चों,बच्चा,n,NN,m,pl,3,0_तक_का
14029,तक,तक,psp,PSP,-,-,-,-
14030,का,का,psp,PSP,m,sg,-,-
14031,कत्ल,कत्ल,n,NN,m,sg,3,0
14032,हो,हो,v,VM,m,sg,3,0_जा+या1_है
14033,गया,जा,v,VAUX,m,sg,any,या1
14034,है,है,v,VAUX,any,sg,3,है
14035,लेकिन,लेकिन,avy,CC,-,-,-,-
14036,धैर्य,धैर्य,n,NN,m,sg,3,0
14037,नहीं,नहीं,avy,NEG,-,-,-,-
14038,खोना,खो,v,VM,m,sg,3,ना_है
14039,है,है,v,VAUX,any,sg,3,है
14040,।,।,punc,SYM,-,-,-,-
14041,।,।,punc,SYM,-,-,-,-
14042,अब,अब,pn,PRP,-,-,-,-
14043,तो,तो,avy,RP,-,-,-,-
14044,बस,बस,avy,RP,-,-,-,-
14045,सबक,सबक,n,NN,m,sg,3,0
14046,सिखाना,सिखा,v,VM,any,any,any,ना
14047,ही,ही,avy,RP,-,-,-,-
14048,मकसद,मकसद,n,NN,m,sg,3,0
14049,है,है,v,VM,any,sg,3,है
14050,ताकि,ताकि,avy,CC,-,-,-,-
14051,जिन्दगी,जिंदगी,n,NN,f,sg,3,0
14052,भर,भर,avy,RP,-,-,-,-
14053,पूरा,पूरा,adj,JJ,m,sg,-,-
14054,कुनबा,कुनबा,n,NN,m,sg,3,0
14055,अपराधबोध,अपराधबोध,n,NN,m,sg,3,0_से
14056,से,से,psp,PSP,-,-,-,-
14057,नहीं,नहीं,avy,NEG,-,-,-,-
14058,उबर,उबर,v,VM,any,sg,3,0_पा+एं
14059,पाये,पा,v,VAUX,m,sg,3,एं
14060,।,।,punc,SYM,-,-,-,-
14061,।,।,punc,SYM,-,-,-,-
14062,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
14063,-,-,punc,SYM,-,-,-,-
14064,तुम,तुम,pn,PRP,any,sg,2,0
14065,साथ,साथ,nst,NST,m,sg,3,-
14066,हो,है,v,VM,any,sg,2,ओ
14067,तो,तो,avy,CC,-,-,-,-
14068,ऐसा,ऐसा,pn,PRP,m,sg,any,0
14069,ही,ही,avy,RP,-,-,-,-
14070,होगा,हो,v,VM,m,sg,3,गा
14071,।,।,punc,SYM,-,-,-,-
14072,।,।,punc,SYM,-,-,-,-
14073,सांप,सांप,n,NN,m,sg,3,0
14074,भी,भी,avy,RP,-,-,-,-
14075,मर,मर,v,VM,any,sg,3,0_जा+गा
14076,जाएगा,जा,v,VAUX,m,sg,3,गा
14077,और,और,avy,CC,-,-,-,-
14078,लाठी,लाठी,n,NN,f,sg,3,0
14079,भी,भी,avy,RP,-,-,-,-
14080,नहीं,नहीं,avy,NEG,-,-,-,-
14081,टूटेगी,टूट,v,VM,f,sg,3,गा
14082,।,।,punc,SYM,-,-,-,-
14083,।,।,punc,SYM,-,-,-,-
14084,सबक,सबक,n,NN,m,sg,3,0
14085,तो,तो,avy,RP,-,-,-,-
14086,सिखा,सिखा,v,VM,any,any,any,0_कर
14087,कर,कर,v,VAUX,any,any,any,0
14088,रहूंगी,रह,v,VM,f,sg,1,गा
14089,।,।,punc,SYM,-,-,-,-
14090,।,।,punc,SYM,-,-,-,-
14091,एक,एक,num,QC,any,any,-,-
14092,पेट,पेट,n,NN,m,sg,3,0_से
14093,से,से,psp,PSP,-,-,-,-
14094,जन्में,जन्मा,v,VM,m,pl,any,या
14095,दगा,दगा,n,NN,m,sg,3,0
14096,कर,कर,v,VM,any,pl,3,0_रह+या_है
14097,रहें,रह,v,VAUX,any,pl,3,या
14098,हैं,है,v,VAUX,any,pl,3,है
14099,।,।,punc,SYM,-,-,-,-
14100,।,।,punc,SYM,-,-,-,-
14101,उस,वह,pn,DEM,any,sg,3,-
14102,सौतेली,सौतेला,adj,JJ,f,sg,-,-
14103,मां,माँ,n,NN,f,sg,3,0_का
14104,की,का,psp,PSP,f,sg,-,-
14105,क्या,क्या,pn,WQ,-,-,-,-
14106,बात,बात,n,NN,f,sg,3,0
14107,करें,कर,v,VM,any,pl,1,एं
14108,।,।,punc,SYM,-,-,-,-
14109,।,।,punc,SYM,-,-,-,-
14110,रामेश्वर,रामेश्वर,n,NNP,m,sg,3,0
14111,-,-,punc,SYM,-,-,-,-
14112,ठीक,ठीक,adj,JJ,any,any,-,-
14113,है,है,v,VM,any,sg,3,है
14114,जैसे,जैसे,adv,RB,-,-,-,-
14115,भी,भी,avy,RP,-,-,-,-
14116,सबक,सबक,n,NN,m,sg,3,0
14117,सिखाना,सिखा,v,VM,any,any,any,ना
14118,चाहो,चाह,v,VM,any,sg,2,ओ
14119,सिखाओ,सिखा,v,VM,any,sg,2,ओ
14120,पर,पर,avy,CC,-,-,-,-
14121,कचहरी,कचहरी,n,NN,f,sg,3,0_का
14122,के,का,psp,PSP,m,sg,-,-
14123,चक्कर,चक्कर,n,NN,m,sg,3,0_में
14124,में,में,psp,PSP,-,-,-,-
14125,समय,समय,n,NN,m,sg,3,0
14126,",",COMMA,punc,SYM,-,-,-,-
14127,",",COMMA,punc,SYM,-,-,-,-
14128,पैसा,पैसा,n,NN,m,sg,3,0_का
14129,का,का,psp,PSP,m,sg,-,-
14130,नुकसान,नुकसान,n,NN,m,sg,3,0
14131,तो,तो,avy,RP,-,-,-,-
14132,होगा,हो,v,VM,m,sg,3,गा
14133,ही,ही,avy,RP,-,-,-,-
14134,ही,ही,avy,RP,-,-,-,-
14135,बेइज्जती,बेइज्जती,n,NN,f,sg,3,0
14136,भी,भी,avy,RP,-,-,-,-
14137,बहुत,बहुत,avy,QF,-,-,-,-
14138,होगी,हो,v,VM,f,sg,3,गा
14139,।,।,punc,SYM,-,-,-,-
14140,।,।,punc,SYM,-,-,-,-
14141,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
14142,-,-,punc,SYM,-,-,-,-
14143,ठीक,ठीक,adj,JJ,any,any,-,-
14144,है,है,v,VM,any,sg,3,है
14145,।,।,punc,SYM,-,-,-,-
14146,।,।,punc,SYM,-,-,-,-
14147,ब्याह,ब्याह,n,NN,m,sg,3,0
14148,बीतने,बीत,v,VM,any,sg,3,ना_के_बाद
14149,के,के,psp,PSP,-,-,-,-
14150,बाद,बाद,nst,NST,m,sg,3,-
14151,पूरे,पूरा,adj,JJ,m,sg,-,-
14152,गांव,गाँव,n,NN,m,sg,3,0
14153,और,और,avy,CC,-,-,-,-
14154,नातहितों,नातहित,n,NN,m,pl,3,0_के_सामने
14155,के,के,psp,PSP,-,-,-,-
14156,सामने,सामने,nst,NST,m,sg,3,-
14157,अपने,अपना,pn,PRP,m,any,any,0
14158,भाईयों,भाई,n,NN,m,pl,3,0_का
14159,के,का,psp,PSP,m,pl,-,-
14160,हाथ,हाथ,n,NN,m,pl,3,0
14161,हुए,हो,v,VM,m,sg,any,या
14162,अपने,अपना,pn,PRP,m,any,any,0
14163,कागजी,कागजी,adj,JJ,any,any,-,-
14164,कत्ल,कत्ल,n,NN,m,sg,3,0_को
14165,को,को,psp,PSP,-,-,-,-
14166,उजागर,उजागर,adj,JJ,any,any,-,-
14167,कर,कर,v,VM,any,any,any,0
14168,उनका,वह,pn,PRP,m,pl,3,का
14169,परित्याग,परित्याग,n,NN,m,sg,3,0
14170,कर,कर,v,VM,any,sg,1,0_आ+गा
14171,आऊँगी,आ,v,VAUX,f,sg,1,गा
14172,।,।,punc,SYM,-,-,-,-
14173,।,।,punc,SYM,-,-,-,-
14174,घायल,घायल,adj,JJ,any,any,-,-
14175,नागिन,नागिन,n,NN,f,sg,3,0_सा
14176,सी,सा,psp,PSP,f,sg,-,-
14177,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
14178,पति,पति,n,NN,m,sg,3,0_का
14179,की,का,psp,PSP,f,sg,-,-
14180,समझाइस,समझाइस,n,NN,f,sg,3,0_से
14181,से,से,psp,PSP,-,-,-,-
14182,कानूनी,कानूनी,adj,JJ,any,any,-,-
14183,कार्रवाई,कार्रवाई,n,NN,f,sg,3,0
14184,न,न,avy,NEG,-,-,-,-
14185,करने,कर,v,VM,any,any,any,ना_को
14186,को,को,psp,PSP,-,-,-,-
14187,तैयार,तैयार,adj,JJ,any,any,-,-
14188,तो,तो,avy,RP,-,-,-,-
14189,हो,हो,v,VM,any,sg,any,0_जा+या1
14190,गयी,जा,v,VAUX,f,sg,any,या1
14191,पर,पर,avy,CC,-,-,-,-
14192,सामाजिक,सामाजिक,adj,JJ,any,any,-,-
14193,कार्रवाई,कार्रवाई,n,NN,f,sg,3,0
14194,करने,कर,v,VM,any,sg,any,ना_का
14195,की,का,psp,PSP,f,sg,-,-
14196,जिद,जिद,n,NN,f,sg,3,0_पर
14197,पर,पर,psp,PSP,-,-,-,-
14198,अड़ी,अड,v,VM,f,sg,any,या_रह+या
14199,रही,रह,v,VAUX,f,sg,any,या
14200,।,।,punc,SYM,-,-,-,-
14201,।,।,punc,SYM,-,-,-,-
14202,शहर,शहर,n,NN,m,sg,3,0_से
14203,से,से,psp,PSP,-,-,-,-
14204,गांव,गाँव,n,NN,m,sg,3,0
14205,भतीजे,भतीजा,n,NN,m,sg,3,0_का
14206,के,का,psp,PSP,m,sg,-,-
14207,ब्याह,ब्याह,n,NN,m,sg,3,0_में
14208,में,में,psp,PSP,-,-,-,-
14209,शामिल,शामिल,adj,JJ,any,any,-,-
14210,हुई,हो,v,VM,f,sg,any,या
14211,।,।,punc,SYM,-,-,-,-
14212,।,।,punc,SYM,-,-,-,-
14213,हंसी,हँसी,adv,RBC,-,-,-,-
14214,-,-,punc,SYM,-,-,-,-
14215,खुशी,खुशी,adv,RB,-,-,-,-
14216,हर,हर,avy,QF,-,-,-,-
14217,कार्यक्रम,कार्यक्रम,n,NN,m,sg,3,0_में
14218,में,में,psp,PSP,-,-,-,-
14219,भाग,भाग,n,NN,m,sg,3,0
14220,ली,ले,v,VM,f,sg,any,या
14221,।,।,punc,SYM,-,-,-,-
14222,।,।,punc,SYM,-,-,-,-
14223,अपने,अपना,pn,PRP,m,any,any,0
14224,मन,मन,n,NN,m,sg,3,0_का
14225,के,का,psp,PSP,m,sg,-,-
14226,घाव,घाव,n,NN,m,sg,3,0_का
14227,का,का,psp,PSP,m,sg,-,-
14228,तनिक,तनिक,avy,QF,-,-,-,-
14229,भी,भी,avy,RP,-,-,-,-
14230,एहसास,एहसास,n,NN,m,sg,3,0
14231,किसी,कोई,pn,PRP,any,sg,3,0_को
14232,को,को,psp,PSP,-,-,-,-
14233,नहीं,नहीं,avy,NEG,-,-,-,-
14234,होने,हो,v,VM,any,sg,any,ना_दे+या
14235,दी,दे,v,VAUX,f,sg,any,या
14236,।,।,punc,SYM,-,-,-,-
14237,।,।,punc,SYM,-,-,-,-
14238,ब्याह,ब्याह,n,NN,m,sg,3,0
14239,हंसी,हँसी,adv,RBC,-,-,-,-
14240,-,-,punc,SYM,-,-,-,-
14241,खुशी,खुशी,adv,RB,-,-,-,-
14242,बीत,बीत,v,VM,any,sg,any,0_जा+या1
14243,गया,जा,v,VAUX,m,sg,any,या1
14244,।,।,punc,SYM,-,-,-,-
14245,।,।,punc,SYM,-,-,-,-
14246,दुल्हन,दुल्हन,n,NN,f,sg,3,0
14247,भी,भी,avy,RP,-,-,-,-
14248,आ,आ,v,VM,any,sg,any,0_जा+या1
14249,गयी,जा,v,VAUX,f,sg,any,या1
14250,।,।,punc,SYM,-,-,-,-
14251,।,।,punc,SYM,-,-,-,-
14252,ब्याह,ब्याह,n,NN,m,sg,3,0_का
14253,के,का,psp,PSP,m,sg,-,-
14254,बिहान,बिहान,n,NN,m,sg,3,0
14255,भर,भर,avy,RP,-,-,-,-
14256,सौतेली,सौतेला,adj,JJ,f,sg,-,-
14257,मां,माँ,n,NN,f,sg,3,0_का
14258,का,का,psp,PSP,m,sg,-,-
14259,गुस्सा,गुस्सा,n,NN,m,sg,3,0
14260,फूट,फूट,v,VM,any,sg,any,0_पड+या
14261,पडा,पड,v,VAUX,m,sg,any,या
14262,।,।,punc,SYM,-,-,-,-
14263,।,।,punc,SYM,-,-,-,-
14264,वह,वह,pn,PRP,any,sg,3,0
14265,पूरी,पूरा,adj,JJ,f,sg,-,-
14266,दौलत,दौलत,n,NN,f,sg,3,0
14267,अपने,अपना,pn,PRP,m,any,any,0
14268,कब्जे,कब्जा,n,NN,m,sg,3,0_में
14269,में,में,psp,PSP,-,-,-,-
14270,करना,कर,v,VM,any,any,any,ना
14271,चाहती,चाह,v,VM,f,sg,any,ता_था
14272,थी,था,v,VAUX,f,sg,any,था
14273,पर,पर,avy,CC,-,-,-,-
14274,कचहरी,कचहरी,n,NN,f,sg,3,0_ने
14275,ने,ने,psp,PSP,-,-,-,-
14276,चार,चार,num,QC,any,any,-,-
14277,हिस्से,हिस्सा,n,NN,m,pl,3,0
14278,करने,कर,v,VM,any,sg,any,ना_का
14279,का,का,psp,PSP,m,sg,-,-
14280,आदेश,आदेश,n,NN,m,sg,3,0
14281,पारित,पारित,adj,JJ,any,any,-,-
14282,कर,कर,v,VM,m,sg,any,0_दे+या_था
14283,दिया,दे,v,VAUX,m,sg,any,या
14284,था,था,v,VAUX,m,sg,any,था
14285,।,।,punc,SYM,-,-,-,-
14286,।,।,punc,SYM,-,-,-,-
14287,ज्ञानेश्वरी,ज्ञानेश्वरी,n,NNP,f,sg,3,0
14288,तो,तो,avy,RP,-,-,-,-
14289,वैसे,वैसे,adv,RB,-,-,-,-
14290,मरी,मर,v,VM,f,sg,any,या_हो+या
14291,हुई,हो,v,VAUX,f,sg,any,या
